City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Amapa,BR,2022-04-04 20:46:29,1.0,-52.0,70.97,99,100,3.02
296,Cayenne,GF,2022-04-04 20:46:29,4.9333,-52.3333,81.09,1,75,8.05
297,Lively,CA,2022-04-04 20:46:29,46.4334,-81.1498,45.01,55,100,4.81
298,Sonoita,MX,2022-04-04 20:46:30,31.85,-112.8333,78.78,21,0,7.05
299,Nisia Floresta,BR,2022-04-04 20:46:30,-6.0911,-35.2086,84.58,74,7,8.95
300,Waitara,NZ,2022-04-04 20:46:30,-38.925,174.25,64.22,82,100,7.72
301,Jiblah,YE,2022-04-04 20:46:30,13.9216,44.1467,65.21,40,1,3.24
302,Acapulco,MX,2022-04-04 20:46:31,16.8634,-99.8901,84.22,55,3,11.72
303,Road Town,VG,2022-04-04 20:46:31,18.4167,-64.6167,82.44,69,20,10.36
304,Abu Dhabi,AE,2022-04-04 20:44:00,24.4667,54.3667,75.31,93,0,4.61
305,Verkhnevilyuysk,RU,2022-04-04 20:46:31,63.4453,120.3167,-0.62,99,97,4.94
306,Ambovombe,MG,2022-04-04 20:46:31,-25.1667,46.0833,73.17,87,0,9.57
307,Nytva,RU,2022-04-04 20:46:32,57.9404,55.334,40.89,90,100,14.79
308,Buraydah,SA,2022-04-04 20:46:32,26.326,43.975,79.25,10,32,9.31
309,Sibut,CF,2022-04-04 20:46:32,5.718,19.0739,72.81,87,100,6.76
310,Abalak,RU,2022-04-04 20:46:32,58.1286,68.5944,34.99,99,100,5.06
311,Ipixuna,BR,2022-04-04 20:46:33,-1.7625,-48.8043,76.8,93,96,3.65
312,Kharan,PK,2022-04-04 20:44:29,28.5833,65.4167,78.6,9,3,6.02
313,Rayong,TH,2022-04-04 20:46:33,12.8333,101.4333,81.79,85,55,5.91
314,Hambantota,LK,2022-04-04 20:46:33,6.1241,81.1185,78.82,77,92,0.34
315,Raga,SS,2022-04-04 20:46:33,8.4596,25.678,85.73,36,67,7.36
316,Brigantine,US,2022-04-04 20:46:34,39.4101,-74.3646,56.05,43,75,13.8
317,Provideniya,RU,2022-04-04 20:42:23,64.3833,-173.3,8.71,66,0,25.01
318,Longyearbyen,SJ,2022-04-04 20:46:34,78.2186,15.6401,10.24,56,11,20.71
319,Isiro,CD,2022-04-04 20:46:34,2.7739,27.616,67.23,87,17,1.61
320,Hokitika,NZ,2022-04-04 20:46:34,-42.7167,170.9667,58.91,56,100,6.53
321,Brasilia De Minas,BR,2022-04-04 20:46:35,-16.2064,-44.4333,75.99,42,0,4.7
322,Vargem Grande,BR,2022-04-04 20:46:35,-3.5431,-43.9158,75.38,95,100,2.95
323,Smithers,CA,2022-04-04 20:45:09,54.7804,-127.1743,35.92,64,100,5.75
324,Japura,ID,2022-04-04 20:46:35,-0.3167,102.35,73.06,99,27,1.74
325,Namibe,AO,2022-04-04 20:46:35,-15.1961,12.1522,69.85,80,82,7.49
326,Grand Gaube,MU,2022-04-04 20:46:36,-20.0064,57.6608,79.38,83,100,5.01
327,Sivaki,RU,2022-04-04 20:46:36,52.6333,126.75,22.33,62,100,9.84
328,Northam,GB,2022-04-04 20:46:36,51.0333,-4.2167,53.38,95,100,12.88
329,Amga,RU,2022-04-04 20:46:37,60.8953,131.9608,18.75,94,100,7.78
330,Kota Tinggi,MY,2022-04-04 20:46:37,1.7381,103.8999,80.55,94,12,2.91
331,Capela,BR,2022-04-04 20:46:37,-10.5033,-37.0528,74.84,82,27,5.86
332,Comodoro Rivadavia,AR,2022-04-04 20:45:01,-45.8667,-67.5,66.06,32,0,40.29
333,Upata,VE,2022-04-04 20:46:37,8.0086,-62.3989,88.61,41,58,4.68
334,Kysyl-Syr,RU,2022-04-04 20:46:38,63.8986,122.7617,-4.31,99,97,5.75
335,Qasigiannguit,GL,2022-04-04 20:46:38,68.8193,-51.1922,37.65,85,25,4.52
336,Roblin,CA,2022-04-04 20:46:38,51.23,-101.3565,35.04,100,100,13.09
337,Kerchevskiy,RU,2022-04-04 20:46:38,59.946,56.2884,25.57,96,100,8.68
338,Ust-Tsilma,RU,2022-04-04 20:46:39,65.441,52.1498,-3.69,100,80,1.86
339,Ojinaga,MX,2022-04-04 20:43:45,29.5667,-104.4167,87.57,16,0,8.05
340,Urumqi,CN,2022-04-04 20:46:39,43.801,87.6005,50.95,37,0,4.47
341,Port Hardy,CA,2022-04-04 20:45:36,50.6996,-127.4199,42.98,87,75,3.44
342,Mitu,CO,2022-04-04 20:46:39,1.1983,-70.1733,79.39,89,95,1.41
343,Lakhimpur,IN,2022-04-04 20:46:39,27.95,80.7667,74.28,7,0,5.66
344,Hualmay,PE,2022-04-04 20:42:03,-11.0964,-77.6139,72.79,76,50,10.56
345,Yatsushiro,JP,2022-04-04 20:46:40,32.5,130.6,48.25,48,40,3.11
346,Omboue,GA,2022-04-04 20:43:54,-1.5746,9.2618,77.74,90,15,5.61
347,Kyzyl-Suu,KG,2022-04-04 20:46:40,42.3414,78.0056,45.27,45,32,9.8
348,Shelburne,CA,2022-04-04 20:45:08,44.0787,-80.2041,47.23,50,100,7.56
349,Xapuri,BR,2022-04-04 20:46:40,-10.6517,-68.5044,82.6,68,81,0.36
350,Loharu,IN,2022-04-04 20:46:41,28.45,75.8167,76.55,9,56,5.95
351,Serebryansk,KZ,2022-04-04 20:46:41,49.6925,83.2892,28.85,93,73,5.57
352,Miraflores,MX,2022-04-04 20:46:41,19.2167,-98.8083,81.25,20,5,10.13
353,Los Llanos De Aridane,ES,2022-04-04 20:46:41,28.6585,-17.9182,58.75,75,0,19.57
354,Rabaul,PG,2022-04-04 20:46:42,-4.1967,152.1721,80.26,79,98,6.64
355,San Jeronimo,PE,2022-04-04 20:46:42,-11.9472,-75.2829,56.86,70,82,4.54
356,Jatai,BR,2022-04-04 20:46:42,-17.8814,-51.7144,78.13,61,39,3.51
357,Lagoa,PT,2022-04-04 20:46:42,39.05,-27.9833,59.05,69,100,6.33
358,Pudozh,RU,2022-04-04 20:46:43,61.8099,36.5345,20.26,90,49,5.53
359,Nesbyen,NO,2022-04-04 20:46:43,60.5681,9.1027,27.01,90,99,3.71
360,Elban,RU,2022-04-04 20:46:43,50.1018,136.5094,32.54,95,99,5.41
361,Bathsheba,BB,2022-04-04 20:46:43,13.2167,-59.5167,83.01,61,20,17.27
362,Ampere,BR,2022-04-04 20:46:44,-25.915,-53.4728,69.04,98,100,1.39
363,Camana,PE,2022-04-04 20:46:44,-16.6228,-72.7111,71.37,76,79,6.44
364,Marzuq,YE,2022-04-04 20:46:44,14.4,46.4667,68.74,40,2,4.97
365,Sioux Lookout,CA,2022-04-04 20:46:44,50.1001,-91.917,37.47,70,100,4.61
366,Kasongo-Lunda,CD,2022-04-04 20:46:45,-6.4667,16.8167,72.36,89,69,0.76
367,Anadyr,RU,2022-04-04 20:46:45,64.75,177.4833,-5.3,71,53,17.9
368,Vestmannaeyjar,IS,2022-04-04 20:46:45,63.4427,-20.2734,37.04,77,100,24.58
369,Deer Lake,CA,2022-04-04 20:46:45,49.1667,-57.4316,40.86,56,75,3.44
370,Alamogordo,US,2022-04-04 20:46:46,32.8995,-105.9603,74.57,19,0,6.91
371,Upernavik,GL,2022-04-04 20:44:46,72.7868,-56.1549,27.21,75,100,1.34
372,Clyde River,CA,2022-04-04 20:46:02,70.4692,-68.5914,16.03,92,40,5.75
373,Beringovskiy,RU,2022-04-04 20:46:46,63.05,179.3167,-3.26,80,92,16.49
374,Padang,ID,2022-04-04 20:46:46,-0.9492,100.3543,78.1,74,100,2.89
375,Boralday,KZ,2022-04-04 20:46:46,43.3578,76.8594,49.86,66,20,4.47
376,Hami,CN,2022-04-04 20:46:47,42.8,93.45,55.96,15,0,4.7
377,Nouadhibou,MR,2022-04-04 20:46:47,20.931,-17.0347,66.18,88,20,11.5
378,Sannois,FR,2022-04-04 20:46:47,48.9667,2.25,47.59,64,100,13.8
379,Korla,CN,2022-04-04 20:46:47,41.7597,86.1469,56.77,24,0,3.04
380,West Bay,KY,2022-04-04 20:46:48,19.3667,-81.4167,86.07,66,20,4.61
381,Isangel,VU,2022-04-04 20:46:48,-19.55,169.2667,81.28,80,99,6.51
382,Russell,US,2022-04-04 20:46:48,32.3502,-85.1999,78.96,27,0,3.44
383,Lazurne,UA,2022-04-04 20:46:48,46.084,32.5295,40.66,67,66,13.02
384,Baykit,RU,2022-04-04 20:43:29,61.67,96.37,15.75,93,100,2.95
385,Bonthe,SL,2022-04-04 20:46:48,7.5264,-12.505,77.4,77,78,9.28
386,Salinas,US,2022-04-04 20:45:36,36.6777,-121.6555,72.21,52,0,9.22
387,Coldingham,GB,2022-04-04 20:46:49,55.8868,-2.157,46.15,94,100,6.46
388,Arman,RU,2022-04-04 20:46:49,59.7,150.1667,18.25,92,100,12.03
389,Harnosand,SE,2022-04-04 20:46:49,62.6323,17.9379,28.4,88,100,18.05
390,Santa Maria,BR,2022-04-04 20:46:49,-29.6842,-53.8069,69.1,100,75,4.61
391,Asfi,MA,2022-04-04 20:46:50,32.2994,-9.2372,55.96,74,39,16.06
392,Waingapu,ID,2022-04-04 20:46:50,-9.6567,120.2641,77.02,80,25,4.14
393,Sorong,ID,2022-04-04 20:46:50,-0.8833,131.25,77.59,86,99,6.85
394,Umm Kaddadah,SD,2022-04-04 20:44:11,13.6017,26.6876,84.9,11,26,9.51
395,Namie,JP,2022-04-04 20:46:50,37.4833,141.0,48.72,94,100,13.18
396,Hofn,IS,2022-04-04 20:46:51,64.2539,-15.2082,29.53,76,100,14.52
397,Constitucion,CL,2022-04-04 20:46:51,-35.3333,-72.4167,64.71,52,0,16.73
398,Latur,IN,2022-04-04 20:46:51,18.4,76.5833,87.26,22,81,5.41
399,Shirokiy,RU,2022-04-04 20:46:51,49.758,129.523,28.33,96,100,16.4
400,Gavle,SE,2022-04-04 20:46:52,60.6745,17.1417,33.37,81,100,3.0
401,Briceno,CO,2022-04-04 20:46:52,7.111,-75.5515,72.43,90,94,3.47
402,Dodge City,US,2022-04-04 20:42:22,37.7528,-100.0171,64.71,26,40,6.91
403,Nelson Bay,AU,2022-04-04 20:46:52,-32.7167,152.15,60.1,93,0,9.04
404,Sitka,US,2022-04-04 20:46:52,57.0531,-135.33,42.69,70,0,5.75
405,Dongsheng,CN,2022-04-04 20:46:53,39.8161,109.9776,42.91,25,1,8.57
406,Kaohsiung,TW,2022-04-04 20:46:32,22.6163,120.3133,66.15,86,20,3.44
407,Maragogi,BR,2022-04-04 20:46:53,-9.0122,-35.2225,78.6,77,13,6.31
408,Pemangkat,ID,2022-04-04 20:46:53,1.1667,108.9667,79.59,78,97,1.9
409,Oum Hadjer,TD,2022-04-04 20:46:54,13.2954,19.6966,90.39,8,21,11.74
410,Sarakhs,IR,2022-04-04 20:46:54,36.5449,61.1577,75.34,23,2,2.3
411,Kastamonu,TR,2022-04-04 20:46:54,41.5,33.6667,42.42,74,100,3.06
412,Mount Gambier,AU,2022-04-04 20:44:53,-37.8333,140.7667,42.71,100,40,1.14
413,Yerbogachen,RU,2022-04-04 20:46:54,61.2767,108.0108,-7.53,100,96,3.11
414,Buala,SB,2022-04-04 20:46:55,-8.145,159.5921,82.04,82,95,12.24
415,Meadville,US,2022-04-04 20:46:55,41.6414,-80.1515,44.13,80,100,4.61
416,Sibolga,ID,2022-04-04 20:46:55,1.7427,98.7792,75.13,85,100,2.89
417,San Ramon,US,2022-04-04 20:45:16,37.7799,-121.978,71.94,53,0,14.97
418,Nakusp,CA,2022-04-04 20:46:55,50.2499,-117.8023,35.94,93,100,2.3
419,La Ronge,CA,2022-04-04 20:45:32,55.1001,-105.2842,44.82,39,20,17.27
420,Batagay-Alyta,RU,2022-04-04 20:46:56,67.8006,130.4114,-12.93,99,100,5.06
421,La Rioja,ES,2022-04-04 20:42:49,42.25,-2.5,33.58,89,99,3.04
422,Uberlandia,BR,2022-04-04 20:43:52,-18.9186,-48.2772,83.41,44,20,5.75
423,Guadalupe Y Calvo,MX,2022-04-04 20:46:56,26.1,-106.9667,64.69,22,1,16.02
424,Lorengau,PG,2022-04-04 20:46:56,-2.0226,147.2712,82.0,79,100,15.3
425,Taltal,CL,2022-04-04 20:46:56,-25.4,-70.4833,68.85,63,22,5.84
426,Saint-Augustin,CA,2022-04-04 20:46:57,51.226,-58.6502,32.9,98,100,0.92
427,San Policarpo,PH,2022-04-04 20:46:57,12.1791,125.5072,80.26,86,100,17.05
428,Madhupur,IN,2022-04-04 20:46:57,24.25,86.65,75.54,85,0,7.38
429,Jilib,SO,2022-04-04 20:46:57,0.4883,42.7854,78.67,83,29,6.4
430,Galesong,ID,2022-04-04 20:46:58,-5.3166,119.3661,73.42,81,95,5.93
431,Lubango,AO,2022-04-04 20:46:58,-14.9172,13.4925,58.46,93,13,2.39
432,Saint-Pierre,RE,2022-04-04 20:46:58,-21.3393,55.4781,75.29,87,75,3.44
433,Batemans Bay,AU,2022-04-04 20:43:56,-35.7167,150.1833,59.34,78,56,2.82
434,Port Lincoln,AU,2022-04-04 20:46:58,-34.7333,135.8667,63.73,80,100,10.98
435,Bikin,RU,2022-04-04 20:46:59,46.8161,134.26,36.14,81,100,7.94
436,Lugoba,TZ,2022-04-04 20:46:59,-6.45,38.3333,73.22,97,8,1.3
437,Asau,RO,2022-04-04 20:43:51,46.4333,26.4,36.52,80,5,6.13
438,Panormos,GR,2022-04-04 20:46:59,35.4182,24.6909,69.66,49,100,5.21
439,Palmer,US,2022-04-04 20:47:00,42.1584,-72.3287,55.24,35,40,11.5
440,Babushkin,RU,2022-04-04 20:47:00,51.7122,105.8647,16.0,83,93,6.62
441,Changji,CN,2022-04-04 20:47:00,44.0167,87.3167,54.39,37,0,4.47
442,Nurota,UZ,2022-04-04 20:47:00,40.5614,65.6886,67.21,21,0,8.08
443,Merauke,ID,2022-04-04 20:47:01,-8.4667,140.3333,77.2,88,57,6.24
444,Serenje,ZM,2022-04-04 20:47:01,-13.2325,30.2352,62.65,95,87,1.1
445,Verkhnyaya Inta,RU,2022-04-04 20:47:01,65.9811,60.3094,9.03,98,63,8.43
446,Roald,NO,2022-04-04 20:47:01,62.5833,6.1333,37.76,75,100,3.44
447,Shancheng,CN,2022-04-04 20:47:02,34.7953,116.0817,54.88,62,100,11.7
448,Cravo Norte,CO,2022-04-04 20:47:02,6.3017,-70.2041,90.41,47,94,2.04
449,Hobyo,SO,2022-04-04 20:47:02,5.3505,48.5268,81.21,72,100,11.25
450,Jalu,LY,2022-04-04 20:47:02,29.0331,21.5482,85.17,7,0,9.22
451,Ancud,CL,2022-04-04 20:47:03,-41.8697,-73.8203,55.22,91,100,9.93
452,Mazagao,BR,2022-04-04 20:47:03,-0.115,-51.2894,86.05,97,100,4.81
453,Garden City,US,2022-04-04 20:47:03,42.3256,-83.331,43.05,90,100,13.8
454,Raha,IN,2022-04-04 20:47:03,26.2333,92.5167,70.68,91,9,4.41
455,Grand-Santi,GF,2022-04-04 20:43:49,4.25,-54.3833,74.12,98,100,3.18
456,Mahebourg,MU,2022-04-04 20:47:04,-20.4081,57.7,79.25,89,75,9.22
457,Onguday,RU,2022-04-04 20:47:04,50.75,86.15,32.27,90,38,3.0
458,Hargeysa,SO,2022-04-04 20:47:04,9.56,44.065,70.63,45,10,4.29
459,Sarrebourg,FR,2022-04-04 20:47:05,48.7333,7.05,45.21,95,100,17.05
460,Kurilsk,RU,2022-04-04 20:47:05,45.2333,147.8833,36.97,84,12,7.85
461,Honiara,SB,2022-04-04 20:47:05,-9.4333,159.95,80.47,88,100,6.44
462,Malkangiri,IN,2022-04-04 20:47:05,18.35,81.9,77.95,61,44,1.81
463,Aleksandrovsk-Sakhalinskiy,RU,2022-04-04 20:47:06,50.8975,142.1561,35.29,92,96,8.72
464,Almaznyy,RU,2022-04-04 20:47:06,48.0448,40.045,35.56,68,100,8.19
465,Aksu,CN,2022-04-04 20:47:06,41.1231,80.2644,58.14,23,5,2.33
466,Te Anau,NZ,2022-04-04 20:47:06,-45.4167,167.7167,58.66,91,100,1.68
467,Biri,PH,2022-04-04 20:47:07,12.6833,124.3636,80.33,85,91,19.53
468,College,US,2022-04-04 20:47:07,64.8569,-147.8028,19.22,65,75,1.99
469,Haapiti,PF,2022-04-04 20:47:07,-17.5667,-149.8667,85.71,76,34,14.94
470,Bubaque,GW,2022-04-04 20:47:07,11.2833,-15.8333,76.5,75,20,23.4
471,Gibara,CU,2022-04-04 20:47:08,21.1097,-76.1317,88.92,59,10,14.63
472,Richards Bay,ZA,2022-04-04 20:47:08,-28.783,32.0377,74.17,73,100,13.38
473,Egvekinot,RU,2022-04-04 20:47:08,66.3167,-179.1667,-10.28,85,16,18.57
474,Shilka,RU,2022-04-04 20:47:09,51.85,116.0333,16.38,58,2,5.08
475,Caronport,CA,2022-04-04 20:47:09,50.4501,-105.8179,61.0,21,8,13.65
476,Rio Cuarto,AR,2022-04-04 20:47:09,-33.1307,-64.3499,76.48,25,0,17.27
477,Terra Santa,BR,2022-04-04 20:47:09,-2.1042,-56.4869,74.25,97,100,0.96
478,Sarangani,PH,2022-04-04 20:43:10,5.4033,125.4636,81.0,76,100,8.5
479,Crotone,IT,2022-04-04 20:47:10,39.0851,17.1178,53.19,75,100,9.19
480,Petropavlovsk-Kamchatskiy,RU,2022-04-04 20:47:10,53.0452,158.6483,21.79,74,0,4.47
481,Turukhansk,RU,2022-04-04 20:47:10,65.8167,87.9833,23.23,92,100,19.46
482,Hereford,GB,2022-04-04 20:47:10,52.0568,-2.7148,55.0,84,100,4.0
483,Rio Gallegos,AR,2022-04-04 20:47:11,-51.6226,-69.2181,48.25,43,40,29.93
484,Diego De Almagro,CL,2022-04-04 20:47:11,-26.3667,-70.05,79.79,14,0,9.37
485,Lenger,KZ,2022-04-04 20:47:11,42.183,69.8839,51.24,33,0,8.63
486,Port Keats,AU,2022-04-04 20:47:12,-14.25,129.55,79.83,76,38,2.95
487,Bisignano,IT,2022-04-04 20:47:12,39.5059,16.2772,50.79,77,100,1.01
488,Qui Nhon,VN,2022-04-04 20:47:12,13.7667,109.2333,72.57,88,100,15.14
489,Kutum,SD,2022-04-04 20:47:12,14.2,24.6667,80.35,11,9,9.66
490,Marsa Matruh,EG,2022-04-04 20:47:13,31.3525,27.2453,64.6,63,17,18.41
491,Lata,PT,2022-04-04 20:44:31,40.1629,-8.3327,46.33,50,98,5.53
492,Deniliquin,AU,2022-04-04 20:47:13,-35.5333,144.9667,54.97,79,6,5.41
493,Verenchanka,UA,2022-04-04 20:47:13,48.5465,25.7453,32.79,63,7,4.54
494,La Libertad,EC,2022-04-04 20:47:13,-2.2333,-80.9,82.06,69,0,9.22
495,Coolum Beach,AU,2022-04-04 20:47:14,-26.5333,153.1,69.08,96,6,5.14
496,Taramangalam,IN,2022-04-04 20:47:14,11.7,77.9833,77.04,71,7,3.69
497,Tupik,RU,2022-04-04 20:47:14,54.4253,119.9327,4.64,96,100,3.53
498,Ahipara,NZ,2022-04-04 20:47:14,-35.1667,173.1667,68.25,83,89,6.49
499,Placerville,US,2022-04-04 20:45:04,38.7296,-120.7986,68.9,40,0,4.61
500,Parga,GR,2022-04-04 20:47:15,39.2831,20.3964,55.74,63,100,6.22
501,Champerico,GT,2022-04-04 20:47:15,14.3,-91.9167,95.54,62,2,12.57
502,Beisfjord,NO,2022-04-04 20:47:15,68.3751,17.5988,21.25,84,10,7.31
503,Yarmouth,US,2022-04-04 20:47:16,41.7057,-70.2286,58.14,49,0,6.91
504,Bekeshevskaya,RU,2022-04-04 20:47:16,44.1139,42.4269,39.69,83,68,2.57
505,Loreto,MX,2022-04-04 20:47:16,22.2667,-101.9667,85.03,7,2,23.13
506,Manali,IN,2022-04-04 20:47:16,13.1667,80.2667,84.29,86,9,7.94
507,Kenai,US,2022-04-04 20:47:17,60.5544,-151.2583,40.03,84,100,5.75
508,Ballina,AU,2022-04-04 20:47:17,-28.8667,153.5667,66.02,96,4,0.0
509,Coxim,BR,2022-04-04 20:47:17,-18.5067,-54.76,84.38,62,99,4.05
510,Lazaro Cardenas,MX,2022-04-04 20:47:17,17.9583,-102.2,81.05,56,75,11.14
511,Neiafu,TO,2022-04-04 20:47:18,-18.65,-173.9833,79.48,83,75,10.36
512,Shingu,JP,2022-04-04 20:43:26,33.7333,135.9833,41.04,67,2,6.51
513,Nyurba,RU,2022-04-04 20:47:18,63.2842,118.3319,4.01,96,97,5.82
514,Lopatino,RU,2022-04-04 20:47:18,52.6195,45.8118,28.13,95,78,9.53
515,Bentiu,SS,2022-04-04 20:47:19,9.2333,29.8333,87.87,36,30,4.81
516,El Alto,PE,2022-04-04 20:47:19,-4.2714,-81.2147,82.06,73,11,6.96
517,Cascais,PT,2022-04-04 20:47:19,38.6979,-9.4215,59.94,42,20,15.99
518,Sur,OM,2022-04-04 20:47:19,22.5667,59.5289,80.76,53,2,13.11
519,Udachnyy,RU,2022-04-04 20:47:20,66.4167,112.4,-1.55,84,100,3.29
520,Rochegda,RU,2022-04-04 20:47:20,62.8,43.25,12.52,95,27,3.71
521,Arenapolis,BR,2022-04-04 20:47:20,-14.4503,-56.8461,81.73,74,5,5.48
522,Bria,CF,2022-04-04 20:47:20,6.5423,21.9863,73.83,75,82,2.84
523,Antigonish,CA,2022-04-04 20:47:21,45.6169,-61.9986,33.28,96,100,11.99
524,Ogaminana,NG,2022-04-04 20:47:21,7.5946,6.2248,81.72,69,71,10.04
525,Narrabri,AU,2022-04-04 20:47:21,-30.3167,149.7833,59.52,88,1,3.0
526,Moussoro,TD,2022-04-04 20:47:21,13.6408,16.4901,89.01,7,13,11.86
527,Yamoussoukro,CI,2022-04-04 20:44:48,6.8206,-5.2767,84.09,74,75,4.61
528,Znamenskoye,RU,2022-04-04 20:47:22,57.1281,73.8282,35.62,90,100,7.85
529,Maniitsoq,GL,2022-04-04 20:47:22,65.4167,-52.9,29.75,74,15,2.1
530,Maningrida,AU,2022-04-04 20:44:05,-12.0667,134.2667,79.12,75,85,3.58
531,Awbari,LY,2022-04-04 20:47:22,26.5921,12.7805,82.47,7,0,3.36
532,West Wendover,US,2022-04-04 20:47:23,40.7391,-114.0733,60.01,17,100,5.75
533,Phetchaburi,TH,2022-04-04 20:47:23,12.9667,99.5833,71.53,69,97,4.14
