City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
104,Khatanga,RU,2022-04-04 20:45:51,71.9667,102.5,-30.53,100,38,3.8
105,Sambava,MG,2022-04-04 20:45:51,-14.2667,50.1667,75.11,93,100,6.29
106,Port Alfred,ZA,2022-04-04 20:45:51,-33.5906,26.891,61.18,89,0,1.99
107,Bluff,NZ,2022-04-04 20:45:51,-46.6,168.3333,56.46,79,100,7.4
108,Saint-Philippe,RE,2022-04-04 20:45:52,-21.3585,55.7679,75.22,86,90,11.9
109,Tabou,CI,2022-04-04 20:42:29,4.423,-7.3528,81.32,83,100,8.99
110,Launceston,AU,2022-04-04 20:45:52,-41.45,147.1667,55.15,78,98,9.22
111,Sao Joao Da Barra,BR,2022-04-04 20:45:52,-21.6403,-41.0511,84.29,83,6,10.54
112,Oussouye,SN,2022-04-04 20:45:52,12.485,-16.5469,80.78,64,6,14.92
113,Ribeira Grande,PT,2022-04-04 20:45:53,38.5167,-28.7,63.0,72,75,2.3
114,Parabel,RU,2022-04-04 20:45:53,58.6978,81.4825,34.32,98,100,7.31
115,Pacific Grove,US,2022-04-04 20:43:47,36.6177,-121.9166,72.55,69,0,9.22
116,Presidente Medici,BR,2022-04-04 20:45:53,-11.1753,-61.9014,80.35,91,96,1.52
117,Koboko,UG,2022-04-04 20:45:54,3.4136,30.9599,72.57,52,29,3.94
118,Nishihara,JP,2022-04-04 20:45:54,26.1842,127.7558,61.88,75,100,8.05
119,Emerald,AU,2022-04-04 20:45:54,-23.5333,148.1667,68.14,88,18,0.0
120,Castro,BR,2022-04-04 20:41:48,-24.7911,-50.0119,66.54,96,100,8.16
121,Estevan,CA,2022-04-04 20:45:54,49.1334,-102.9842,61.14,27,0,18.79
122,Koulikoro,ML,2022-04-04 20:45:55,14.0,-7.75,91.24,14,34,7.76
123,Pombas,CV,2022-04-04 20:45:55,17.1503,-25.0201,69.58,71,43,14.45
124,Hagere Selam,ET,2022-04-04 20:45:55,6.4833,38.5167,51.51,68,61,5.28
125,Storsteinnes,NO,2022-04-04 20:45:55,69.2408,19.2344,7.45,89,31,5.55
126,Atuona,PF,2022-04-04 20:45:56,-9.8,-139.0333,79.68,75,10,22.84
127,Luderitz,NA,2022-04-04 20:43:02,-26.6481,15.1594,59.86,83,0,6.85
128,Walvis Bay,NA,2022-04-04 20:42:01,-22.9575,14.5053,59.09,88,0,6.91
129,Ellisras,ZA,2022-04-04 20:45:56,-23.6649,27.7443,67.82,77,15,4.03
130,Esperance,AU,2022-04-04 20:45:56,-33.8667,121.9,58.84,75,89,14.72
131,Mandalgovi,MN,2022-04-04 20:43:50,45.7625,106.2708,31.03,58,94,5.3
132,Grand-Lahou,CI,2022-04-04 20:45:56,5.1367,-5.0242,81.28,86,100,10.07
133,Pandan,PH,2022-04-04 20:45:57,14.0453,124.1694,79.41,88,100,16.93
134,Alice Springs,AU,2022-04-04 20:42:10,-23.7,133.8833,53.15,50,0,0.0
135,Codrington,AU,2022-04-04 20:45:57,-38.2667,141.9667,51.08,87,100,3.69
136,Maldonado,UY,2022-04-04 20:45:57,-34.6667,-54.9167,65.59,47,0,6.53
137,Katsuura,JP,2022-04-04 20:45:57,35.1333,140.3,50.65,90,100,26.6
138,Leningradskiy,RU,2022-04-04 20:45:58,69.3833,178.4167,-7.96,93,98,3.0
139,Shaping,CN,2022-04-04 20:45:58,22.7545,112.9565,64.94,74,3,2.82
140,Juegang,CN,2022-04-04 20:45:58,32.3174,121.1855,54.99,79,100,7.7
141,Gorontalo,ID,2022-04-04 20:45:58,0.5412,123.0595,73.94,92,98,2.57
142,Avera,US,2022-04-04 20:45:59,33.194,-82.5271,76.51,36,90,4.76
143,Avarua,CK,2022-04-04 20:45:59,-21.2078,-159.775,84.25,74,20,4.61
144,Maumere,ID,2022-04-04 20:45:59,-8.6199,122.2111,78.85,75,65,3.09
145,Maple Creek,CA,2022-04-04 20:46:00,49.9168,-109.4848,52.21,40,100,20.71
146,Mrakovo,RU,2022-04-04 20:46:00,52.7161,56.6244,34.84,95,100,4.14
147,Lompoc,US,2022-04-04 20:42:06,34.6391,-120.4579,76.93,59,0,24.0
148,Cabo San Lucas,MX,2022-04-04 20:43:24,22.8909,-109.9124,78.62,61,0,16.11
149,Tres Arroyos,AR,2022-04-04 20:46:00,-38.3739,-60.2798,64.04,39,0,4.72
150,Vardo,NO,2022-04-04 20:46:00,70.3705,31.1107,28.38,80,40,16.11
151,Tuktoyaktuk,CA,2022-04-04 20:46:01,69.4541,-133.0374,-14.8,70,75,9.22
152,Vila Velha,BR,2022-04-04 20:41:28,-20.3297,-40.2925,84.15,79,20,11.5
153,Berlevag,NO,2022-04-04 20:46:01,70.8578,29.0864,19.35,68,20,3.44
154,Moose Factory,CA,2022-04-04 20:46:01,51.2585,-80.6094,24.8,74,0,11.5
155,Skibbereen,IE,2022-04-04 20:42:31,51.55,-9.2667,51.12,86,100,12.88
156,Carnarvon,AU,2022-04-04 20:44:10,-24.8667,113.6333,71.67,88,0,11.5
157,Save,BJ,2022-04-04 20:46:01,8.0425,2.486,81.81,69,98,8.5
158,Kaitangata,NZ,2022-04-04 20:46:02,-46.2817,169.8464,57.61,77,100,3.33
159,Ilulissat,GL,2022-04-04 20:42:36,69.2167,-51.1,37.42,56,40,3.44
160,Hasaki,JP,2022-04-04 20:46:02,35.7333,140.8333,46.8,91,100,26.06
161,San Jose,US,2022-04-04 20:41:25,37.3394,-121.895,72.86,48,75,17.27
162,Cherskiy,RU,2022-04-04 20:46:02,68.75,161.3,-11.74,95,70,1.88
163,Saskylakh,RU,2022-04-04 20:45:16,71.9167,114.0833,-6.63,98,100,7.83
164,Moree,AU,2022-04-04 20:46:03,-29.4667,149.85,62.62,94,0,11.5
165,Kalmunai,LK,2022-04-04 20:46:03,7.4167,81.8167,77.05,86,40,4.07
166,Yar-Sale,RU,2022-04-04 20:46:03,66.8333,70.8333,30.49,99,100,4.92
167,Chara,RU,2022-04-04 20:43:39,56.9064,118.2631,-3.05,74,50,2.53
168,Faanui,PF,2022-04-04 20:41:23,-16.4833,-151.75,82.85,72,17,17.49
169,Port Elizabeth,ZA,2022-04-04 20:41:11,-33.918,25.5701,63.1,80,0,9.22
170,Caldwell,US,2022-04-04 20:46:04,43.6629,-116.6874,52.18,76,75,16.11
171,Mareeba,AU,2022-04-04 20:46:04,-17.0,145.4333,70.52,95,38,1.36
172,San Quintin,MX,2022-04-04 20:46:04,30.4833,-115.95,65.39,70,5,15.05
173,Narsaq,GL,2022-04-04 20:46:04,60.9167,-46.05,48.42,81,100,2.46
174,Geraldton,AU,2022-04-04 20:46:05,-28.7667,114.6,66.61,77,0,12.66
175,Ubinskoye,RU,2022-04-04 20:46:05,55.3068,79.6802,34.18,82,100,9.53
176,Thinadhoo,MV,2022-04-04 20:46:05,0.5333,72.9333,82.63,67,10,2.17
177,Lac Du Bonnet,CA,2022-04-04 20:46:05,50.2536,-96.0612,40.96,73,84,7.65
178,Pisco,PE,2022-04-04 20:46:06,-13.7,-76.2167,73.45,68,0,5.75
179,Mayo,US,2022-04-04 20:42:29,38.8876,-76.5119,57.56,45,75,10.36
180,Huron,US,2022-04-04 20:46:06,41.1501,-82.5499,49.66,84,98,13.87
181,Meulaboh,ID,2022-04-04 20:46:06,4.1363,96.1285,75.97,86,100,2.53
182,Alugan,PH,2022-04-04 20:46:06,12.2188,125.4808,79.77,87,99,16.08
183,Paamiut,GL,2022-04-04 20:46:07,61.994,-49.6678,33.71,95,100,13.47
184,Severnoye,RU,2022-04-04 20:46:07,56.3491,78.3619,34.77,85,99,8.59
185,Souillac,MU,2022-04-04 20:46:07,-20.5167,57.5167,79.18,89,75,9.22
186,Ust-Nera,RU,2022-04-04 20:46:07,64.5667,143.2,-10.73,100,100,6.46
187,Cidreira,BR,2022-04-04 20:46:08,-30.1811,-50.2056,70.0,89,98,8.01
188,Luena,AO,2022-04-04 20:46:08,-11.7833,19.9167,64.72,86,81,2.42
189,Coihaique,CL,2022-04-04 20:43:57,-45.5752,-72.0662,56.01,71,75,5.75
190,Abha,SA,2022-04-04 20:46:08,18.2164,42.5053,66.45,7,0,9.22
191,Henties Bay,NA,2022-04-04 20:46:09,-22.116,14.2845,61.93,79,0,6.96
192,Santa Pola,ES,2022-04-04 20:46:09,38.1917,-0.5658,52.66,65,75,6.91
193,Barahona,DO,2022-04-04 20:46:09,18.2085,-71.1008,85.82,66,20,11.5
194,Mehamn,NO,2022-04-04 20:41:24,71.0357,27.8492,19.31,74,95,7.27
195,Norman Wells,CA,2022-04-04 20:41:24,65.282,-126.8329,-0.36,55,20,9.22
196,Gariaband,IN,2022-04-04 20:46:09,20.635,82.0614,78.67,29,9,4.09
197,Yerofey Pavlovich,RU,2022-04-04 20:46:10,53.9667,121.9667,9.68,86,97,4.76
198,Fontem,CM,2022-04-04 20:46:10,5.4685,9.8818,70.95,87,95,2.62
199,Aklavik,CA,2022-04-04 20:43:59,68.2191,-135.0107,-9.11,85,100,10.89
200,Chimbote,PE,2022-04-04 20:44:19,-9.0853,-78.5783,72.48,76,73,10.89
201,Fortuna,US,2022-04-04 20:44:07,40.5982,-124.1573,54.66,94,100,1.01
202,Mahajanga,MG,2022-04-04 20:46:10,-15.7167,46.3167,77.02,94,20,1.14
203,Teloloapan,MX,2022-04-04 20:45:22,18.35,-99.85,86.58,14,3,9.19
204,Palmares Do Sul,BR,2022-04-04 20:46:11,-30.2578,-50.5097,69.62,91,93,7.43
205,Itarema,BR,2022-04-04 20:46:11,-2.9248,-39.9167,78.48,86,81,9.62
206,Lyaskelya,RU,2022-04-04 20:46:11,61.7667,31.0167,30.38,96,100,15.3
207,Iskele,TR,2022-04-04 20:46:11,39.484,26.9278,53.69,71,75,5.75
208,Nuuk,GL,2022-04-04 20:46:12,64.1835,-51.7216,34.41,86,75,2.3
209,Bolobo,CD,2022-04-04 20:46:12,-2.1667,16.2333,76.01,83,63,1.54
210,Grindavik,IS,2022-04-04 20:41:46,63.8424,-22.4338,33.75,100,100,11.5
211,Mazamari,PE,2022-04-04 20:46:12,-11.3258,-74.5308,77.67,90,83,1.5
212,Popondetta,PG,2022-04-04 20:46:12,-8.7537,148.2534,74.5,92,100,2.26
213,Taoudenni,ML,2022-04-04 20:43:15,22.6783,-3.9836,86.83,15,0,8.28
214,Anlu,CN,2022-04-04 20:46:13,31.1661,112.5831,56.57,72,100,6.4
215,Gilgit,PK,2022-04-04 20:46:13,35.9221,74.3087,58.28,47,0,4.34
216,Bowen,AU,2022-04-04 20:43:35,-20.0167,148.2333,72.55,89,21,6.98
217,Laguna,US,2022-04-04 20:46:13,38.421,-121.4238,72.28,47,0,5.75
218,Gat,IL,2022-04-04 20:42:04,31.61,34.7642,65.8,37,15,6.91
219,Gotsu,JP,2022-04-04 20:46:13,35.0,132.2167,43.05,39,50,4.74
220,Yeniseysk,RU,2022-04-04 20:46:14,58.4497,92.1703,24.76,96,100,8.72
221,Sayyan,YE,2022-04-04 20:46:14,15.1718,44.3244,57.99,17,0,2.1
222,Benedita,PT,2022-04-04 20:46:14,39.4247,-8.97,55.42,42,100,3.0
223,Pochutla,MX,2022-04-04 20:46:15,15.7432,-96.4661,87.82,38,0,12.33
224,Sistranda,NO,2022-04-04 20:46:15,63.7256,8.834,28.36,77,96,17.43
225,Upington,ZA,2022-04-04 20:46:15,-28.4478,21.2561,59.38,47,0,0.0
226,Klaksvik,FO,2022-04-04 20:46:15,62.2266,-6.589,32.92,62,100,16.87
227,Chapais,CA,2022-04-04 20:42:24,49.7834,-74.8492,35.38,67,90,7.16
228,Broome,US,2022-04-04 20:42:26,42.2506,-75.833,46.6,64,40,8.05
229,Severo-Kurilsk,RU,2022-04-04 20:46:16,50.6789,156.125,36.27,84,4,9.6
230,Dunmore East,IE,2022-04-04 20:46:16,52.1514,-6.9861,53.69,68,100,14.41
231,Yumen,CN,2022-04-04 20:46:16,40.2833,97.2,45.0,21,0,2.59
232,Penzberg,DE,2022-04-04 20:46:17,47.75,11.3833,41.22,68,100,3.0
233,Innisfail,AU,2022-04-04 20:46:17,-17.5333,146.0333,76.14,87,48,3.89
234,Mercedes,AR,2022-04-04 20:41:36,-34.6515,-59.4307,72.86,30,0,2.48
235,Guerrero Negro,MX,2022-04-04 20:46:17,27.9769,-114.0611,66.38,56,1,17.13
236,Flinders,AU,2022-04-04 20:46:17,-34.5833,150.8552,60.06,83,0,3.0
237,Haines Junction,CA,2022-04-04 20:46:18,60.7522,-137.5108,37.35,44,100,8.05
238,Poiana Stampei,RO,2022-04-04 20:46:18,47.3167,25.1333,20.55,95,70,5.61
239,Coquimbo,CL,2022-04-04 20:46:18,-29.9533,-71.3436,62.33,77,0,13.8
240,Helena,US,2022-04-04 20:45:53,46.5927,-112.0361,54.59,50,100,18.41
241,Tiznit,MA,2022-04-04 20:46:19,29.5833,-9.5,52.43,80,83,12.28
242,Thompson,CA,2022-04-04 20:42:17,55.7435,-97.8558,41.16,42,20,9.22
243,Tehri,IN,2022-04-04 20:46:19,30.3833,78.4833,66.72,20,98,5.95
244,Torbay,CA,2022-04-04 20:46:19,47.6666,-52.7314,39.97,78,100,17.27
245,Cockburn Town,TC,2022-04-04 20:41:28,21.4612,-71.1419,82.36,65,75,10.36
246,Claveria,PH,2022-04-04 20:46:19,18.6074,121.0832,74.68,87,99,18.14
247,Belaya Gora,RU,2022-04-04 20:46:20,68.5333,146.4167,-10.75,98,100,3.24
248,Fangshan,CN,2022-04-04 20:46:20,39.6983,115.9925,56.79,42,0,4.65
249,Abu Samrah,SY,2022-04-04 20:46:20,35.3029,37.1841,59.95,40,16,5.91
250,Iqaluit,CA,2022-04-04 20:46:20,63.7506,-68.5145,13.73,67,75,19.57
251,Oranjemund,NA,2022-04-04 20:46:05,-28.55,16.4333,60.12,88,0,3.91
252,Port Hedland,AU,2022-04-04 20:46:21,-20.3167,118.5667,77.05,88,1,5.75
253,Roebourne,AU,2022-04-04 20:46:21,-20.7833,117.1333,81.84,62,1,10.11
254,Pingliang,CN,2022-04-04 20:46:21,35.5392,106.6861,50.5,22,27,8.14
255,Cabedelo,BR,2022-04-04 20:46:21,-6.9811,-34.8339,84.87,74,2,10.47
256,Half Moon Bay,US,2022-04-04 20:45:36,37.4636,-122.4286,71.62,65,0,20.71
257,Doha,QA,2022-04-04 20:43:32,25.2867,51.5333,75.51,54,0,1.14
258,Port Augusta,AU,2022-04-04 20:44:24,-32.5,137.7667,60.03,40,0,4.05
259,Santa Fe,AR,2022-04-04 20:41:38,-31.6333,-60.7,76.95,34,0,4.0
260,Pangnirtung,CA,2022-04-04 20:46:22,66.1451,-65.7125,15.8,79,75,11.5
261,Grottammare,IT,2022-04-04 20:46:22,42.9888,13.8649,49.68,79,4,6.22
262,Kars,TR,2022-04-04 20:46:22,40.602,43.095,34.25,75,40,12.66
263,Novosysoyevka,RU,2022-04-04 20:46:23,44.235,133.3642,34.7,69,35,2.21
264,Sungaipenuh,ID,2022-04-04 20:46:23,-2.0833,101.3833,63.09,93,63,1.68
265,Labuhan,ID,2022-04-04 20:43:43,-6.8844,112.2051,76.26,88,64,7.16
266,Kirakira,SB,2022-04-04 20:46:23,-10.4544,161.9205,81.05,85,100,11.56
267,San Patricio,US,2022-04-04 20:46:23,28.017,-97.5169,85.17,55,79,19.01
268,Vershino-Shakhtaminskiy,RU,2022-04-04 20:46:24,51.3012,117.8868,11.44,66,95,8.43
269,Nanortalik,GL,2022-04-04 20:46:24,60.1432,-45.2371,36.0,80,100,2.19
270,Limbang,MY,2022-04-04 20:46:24,4.75,115.0,77.11,97,100,1.3
271,High Level,CA,2022-04-04 20:45:04,58.5169,-117.136,42.91,61,75,9.22
272,Roma,US,2022-04-04 20:44:16,43.2128,-75.4557,45.82,67,100,9.22
273,Banepa,NP,2022-04-04 20:46:24,27.6298,85.5214,64.72,88,20,2.3
274,Fez,MA,2022-04-04 20:46:25,34.0372,-4.9998,53.85,93,75,2.3
275,Hay River,CA,2022-04-04 20:42:21,60.8156,-115.7999,40.98,56,75,9.22
276,Micheweni,TZ,2022-04-04 20:46:25,-4.9667,39.8333,81.88,77,0,6.58
277,Dingle,PH,2022-04-04 20:45:20,10.9995,122.6711,76.19,90,100,7.56
278,Hangal,IN,2022-04-04 20:46:25,14.7667,75.1333,73.6,83,9,6.46
279,Deputatskiy,RU,2022-04-04 20:46:25,69.3,139.9,-13.76,98,100,1.21
280,Carutapera,BR,2022-04-04 20:46:26,-1.195,-46.02,77.72,88,100,4.59
281,Les Cayes,HT,2022-04-04 20:41:51,18.2,-73.75,82.33,66,17,10.25
282,Ocampo,MX,2022-04-04 20:46:26,21.65,-101.5,81.09,11,6,22.44
283,Manzhouli,CN,2022-04-04 20:46:26,49.6,117.4333,19.85,58,97,17.0
284,Mount Isa,AU,2022-04-04 20:46:27,-20.7333,139.5,69.57,21,3,5.75
285,Bratislava,SK,2022-04-04 20:46:27,48.1482,17.1067,42.1,68,0,6.91
286,Igarka,RU,2022-04-04 20:46:27,67.4667,86.5833,17.62,82,100,18.77
287,Huarmey,PE,2022-04-04 20:46:28,-10.0681,-78.1522,74.07,75,55,11.77
288,Xuanhua,CN,2022-04-04 20:46:28,40.6103,115.0447,51.15,28,0,5.88
289,Tiarei,PF,2022-04-04 20:42:28,-17.5333,-149.3333,86.0,78,47,15.5
290,Tukrah,LY,2022-04-04 20:46:28,32.5341,20.5791,74.26,26,33,11.88
291,Halifax,CA,2022-04-04 20:44:59,44.6453,-63.5724,33.22,95,100,28.77
292,Dukat,RU,2022-04-04 20:46:28,62.55,155.55,-2.9,96,72,2.28
293,Tomatlan,MX,2022-04-04 20:46:09,19.9333,-105.25,83.59,45,57,11.61
294,Dwarka,IN,2022-04-04 20:46:29,22.2394,68.9678,78.6,72,3,8.97
